Date,PETR4.SA
2016-06-02 00:00:00+00:00,8.319999694824219
2016-06-03 00:00:00+00:00,8.569999694824219
2016-06-04 00:00:00+00:00,8.569999694824219
2016-06-05 00:00:00+00:00,8.569999694824219
2016-06-06 00:00:00+00:00,8.460000038146973
2016-06-07 00:00:00+00:00,8.619999885559082
2016-06-08 00:00:00+00:00,9.390000343322754
2016-06-09 00:00:00+00:00,9.180000305175781
2016-06-10 00:00:00+00:00,8.779999732971191
2016-06-11 00:00:00+00:00,8.779999732971191
2016-06-12 00:00:00+00:00,8.779999732971191
2016-06-13 00:00:00+00:00,8.619999885559082
2016-06-14 00:00:00+00:00,8.300000190734863
2016-06-15 00:00:00+00:00,8.510000228881836
2016-06-16 00:00:00+00:00,8.5
2016-06-17 00:00:00+00:00,8.949999809265137
2016-06-18 00:00:00+00:00,8.949999809265137
2016-06-19 00:00:00+00:00,8.949999809265137
2016-06-20 00:00:00+00:00,9.180000305175781
2016-06-21 00:00:00+00:00,9.529999732971191
2016-06-22 00:00:00+00:00,9.34000015258789
2016-06-23 00:00:00+00:00,9.670000076293945
2016-06-24 00:00:00+00:00,9.25
2016-06-25 00:00:00+00:00,9.25
2016-06-26 00:00:00+00:00,9.25
2016-06-27 00:00:00+00:00,8.779999732971191
2016-06-28 00:00:00+00:00,9.199999809265137
2016-06-29 00:00:00+00:00,9.5
2016-06-30 00:00:00+00:00,9.420000076293945
2016-07-01 00:00:00+00:00,9.819999694824219
2016-07-02 00:00:00+00:00,9.819999694824219
2016-07-03 00:00:00+00:00,9.819999694824219
2016-07-04 00:00:00+00:00,9.869999885559082
2016-07-05 00:00:00+00:00,9.289999961853027
2016-07-06 00:00:00+00:00,9.5
2016-07-07 00:00:00+00:00,9.5600004196167
2016-07-08 00:00:00+00:00,9.84000015258789
2016-07-09 00:00:00+00:00,9.84000015258789
2016-07-10 00:00:00+00:00,9.84000015258789
2016-07-11 00:00:00+00:00,10.359999656677246
2016-07-12 00:00:00+00:00,10.649999618530273
2016-07-13 00:00:00+00:00,10.630000114440918
2016-07-14 00:00:00+00:00,10.930000305175781
2016-07-15 00:00:00+00:00,11.020000457763672
2016-07-16 00:00:00+00:00,11.020000457763672
2016-07-17 00:00:00+00:00,11.020000457763672
2016-07-18 00:00:00+00:00,11.550000190734863
2016-07-19 00:00:00+00:00,11.779999732971191
2016-07-20 00:00:00+00:00,11.819999694824219
2016-07-21 00:00:00+00:00,11.850000381469727
2016-07-22 00:00:00+00:00,11.9399995803833
2016-07-23 00:00:00+00:00,11.9399995803833
2016-07-24 00:00:00+00:00,11.9399995803833
2016-07-25 00:00:00+00:00,12.029999732971191
2016-07-26 00:00:00+00:00,11.880000114440918
2016-07-27 00:00:00+00:00,11.510000228881836
2016-07-28 00:00:00+00:00,11.4399995803833
2016-07-29 00:00:00+00:00,11.869999885559082
2016-07-30 00:00:00+00:00,11.869999885559082
2016-07-31 00:00:00+00:00,11.869999885559082
2016-08-01 00:00:00+00:00,11.25
2016-08-02 00:00:00+00:00,11.359999656677246
2016-08-03 00:00:00+00:00,11.899999618530273
2016-08-04 00:00:00+00:00,12.010000228881836
2016-08-05 00:00:00+00:00,11.649999618530273
2016-08-06 00:00:00+00:00,11.649999618530273
2016-08-07 00:00:00+00:00,11.649999618530273
2016-08-08 00:00:00+00:00,11.90999984741211
2016-08-09 00:00:00+00:00,11.880000114440918
2016-08-10 00:00:00+00:00,11.5600004196167
2016-08-11 00:00:00+00:00,12.100000381469727
2016-08-12 00:00:00+00:00,12.0
2016-08-13 00:00:00+00:00,12.0
2016-08-14 00:00:00+00:00,12.0
2016-08-15 00:00:00+00:00,12.3100004196167
2016-08-16 00:00:00+00:00,12.489999771118164
2016-08-17 00:00:00+00:00,12.760000228881836
2016-08-18 00:00:00+00:00,12.880000114440918
2016-08-19 00:00:00+00:00,12.789999961853027
2016-08-20 00:00:00+00:00,12.789999961853027
2016-08-21 00:00:00+00:00,12.789999961853027
2016-08-22 00:00:00+00:00,12.350000381469727
2016-08-23 00:00:00+00:00,12.670000076293945
2016-08-24 00:00:00+00:00,12.399999618530273
2016-08-25 00:00:00+00:00,12.529999732971191
2016-08-26 00:00:00+00:00,12.550000190734863
2016-08-27 00:00:00+00:00,12.550000190734863
2016-08-28 00:00:00+00:00,12.550000190734863
2016-08-29 00:00:00+00:00,12.869999885559082
2016-08-30 00:00:00+00:00,13.09000015258789
2016-08-31 00:00:00+00:00,12.850000381469727
2016-09-01 00:00:00+00:00,13.0
2016-09-02 00:00:00+00:00,13.569999694824219
2016-09-03 00:00:00+00:00,13.569999694824219
2016-09-04 00:00:00+00:00,13.569999694824219
2016-09-05 00:00:00+00:00,13.829999923706055
2016-09-06 00:00:00+00:00,13.979999542236328
2016-09-07 00:00:00+00:00,13.979999542236328
2016-09-08 00:00:00+00:00,14.220000267028809
2016-09-09 00:00:00+00:00,13.510000228881836
2016-09-10 00:00:00+00:00,13.510000228881836
2016-09-11 00:00:00+00:00,13.510000228881836
2016-09-12 00:00:00+00:00,13.949999809265137
2016-09-13 00:00:00+00:00,13.010000228881836
2016-09-14 00:00:00+00:00,13.109999656677246
2016-09-15 00:00:00+00:00,13.510000228881836
2016-09-16 00:00:00+00:00,13.15999984741211
2016-09-17 00:00:00+00:00,13.15999984741211
2016-09-18 00:00:00+00:00,13.15999984741211
2016-09-19 00:00:00+00:00,13.050000190734863
2016-09-20 00:00:00+00:00,13.5
2016-09-21 00:00:00+00:00,13.65999984741211
2016-09-22 00:00:00+00:00,14.0
2016-09-23 00:00:00+00:00,13.6899995803833
2016-09-24 00:00:00+00:00,13.6899995803833
2016-09-25 00:00:00+00:00,13.6899995803833
2016-09-26 00:00:00+00:00,13.399999618530273
2016-09-27 00:00:00+00:00,13.119999885559082
2016-09-28 00:00:00+00:00,13.850000381469727
2016-09-29 00:00:00+00:00,13.430000305175781
2016-09-30 00:00:00+00:00,13.569999694824219
2016-10-01 00:00:00+00:00,13.569999694824219
2016-10-02 00:00:00+00:00,13.569999694824219
2016-10-03 00:00:00+00:00,13.970000267028809
2016-10-04 00:00:00+00:00,14.020000457763672
2016-10-05 00:00:00+00:00,14.579999923706055
2016-10-06 00:00:00+00:00,15.100000381469727
2016-10-07 00:00:00+00:00,15.260000228881836
2016-10-08 00:00:00+00:00,15.260000228881836
2016-10-09 00:00:00+00:00,15.260000228881836
2016-10-10 00:00:00+00:00,15.729999542236328
2016-10-11 00:00:00+00:00,15.390000343322754
2016-10-12 00:00:00+00:00,15.390000343322754
2016-10-13 00:00:00+00:00,15.760000228881836
2016-10-14 00:00:00+00:00,16.260000228881836
2016-10-15 00:00:00+00:00,16.260000228881836
2016-10-16 00:00:00+00:00,16.260000228881836
2016-10-17 00:00:00+00:00,16.899999618530273
2016-10-18 00:00:00+00:00,17.420000076293945
2016-10-19 00:00:00+00:00,17.6200008392334
2016-10-20 00:00:00+00:00,17.739999771118164
2016-10-21 00:00:00+00:00,17.950000762939453
2016-10-22 00:00:00+00:00,17.950000762939453
2016-10-23 00:00:00+00:00,17.950000762939453
2016-10-24 00:00:00+00:00,18.200000762939453
2016-10-25 00:00:00+00:00,18.0
2016-10-26 00:00:00+00:00,18.100000381469727
2016-10-27 00:00:00+00:00,18.09000015258789
2016-10-28 00:00:00+00:00,18.09000015258789
2016-10-29 00:00:00+00:00,18.09000015258789
2016-10-30 00:00:00+00:00,18.09000015258789
2016-10-31 00:00:00+00:00,17.690000534057617
2016-11-01 00:00:00+00:00,16.860000610351562
2016-11-02 00:00:00+00:00,16.860000610351562
2016-11-03 00:00:00+00:00,16.1299991607666
2016-11-04 00:00:00+00:00,15.989999771118164
2016-11-05 00:00:00+00:00,15.989999771118164
2016-11-06 00:00:00+00:00,15.989999771118164
2016-11-07 00:00:00+00:00,17.209999084472656
2016-11-08 00:00:00+00:00,17.040000915527344
2016-11-09 00:00:00+00:00,16.649999618530273
2016-11-10 00:00:00+00:00,15.5
2016-11-11 00:00:00+00:00,14.010000228881836
2016-11-12 00:00:00+00:00,14.010000228881836
2016-11-13 00:00:00+00:00,14.010000228881836
2016-11-14 00:00:00+00:00,14.0
2016-11-15 00:00:00+00:00,14.0
2016-11-16 00:00:00+00:00,14.739999771118164
2016-11-17 00:00:00+00:00,14.289999961853027
2016-11-18 00:00:00+00:00,14.520000457763672
2016-11-19 00:00:00+00:00,14.520000457763672
2016-11-20 00:00:00+00:00,14.520000457763672
2016-11-21 00:00:00+00:00,15.579999923706055
2016-11-22 00:00:00+00:00,15.930000305175781
2016-11-23 00:00:00+00:00,15.850000381469727
2016-11-24 00:00:00+00:00,15.579999923706055
2016-11-25 00:00:00+00:00,15.300000190734863
2016-11-26 00:00:00+00:00,15.300000190734863
2016-11-27 00:00:00+00:00,15.300000190734863
2016-11-28 00:00:00+00:00,15.460000038146973
2016-11-29 00:00:00+00:00,14.65999984741211
2016-11-30 00:00:00+00:00,16.0
2016-12-01 00:00:00+00:00,15.4399995803833
2016-12-02 00:00:00+00:00,15.829999923706055
2016-12-03 00:00:00+00:00,15.829999923706055
2016-12-04 00:00:00+00:00,15.829999923706055
2016-12-05 00:00:00+00:00,15.65999984741211
2016-12-06 00:00:00+00:00,16.149999618530273
2016-12-07 00:00:00+00:00,15.859999656677246
2016-12-08 00:00:00+00:00,15.699999809265137
2016-12-09 00:00:00+00:00,15.579999923706055
2016-12-10 00:00:00+00:00,15.579999923706055
2016-12-11 00:00:00+00:00,15.579999923706055
2016-12-12 00:00:00+00:00,15.600000381469727
2016-12-13 00:00:00+00:00,15.449999809265137
2016-12-14 00:00:00+00:00,14.739999771118164
2016-12-15 00:00:00+00:00,14.850000381469727
2016-12-16 00:00:00+00:00,14.760000228881836
2016-12-17 00:00:00+00:00,14.760000228881836
2016-12-18 00:00:00+00:00,14.760000228881836
2016-12-19 00:00:00+00:00,14.359999656677246
2016-12-20 00:00:00+00:00,14.350000381469727
2016-12-21 00:00:00+00:00,14.34000015258789
2016-12-22 00:00:00+00:00,14.010000228881836
2016-12-23 00:00:00+00:00,14.239999771118164
2016-12-24 00:00:00+00:00,14.239999771118164
2016-12-25 00:00:00+00:00,14.239999771118164
2016-12-26 00:00:00+00:00,14.420000076293945
2016-12-27 00:00:00+00:00,14.40999984741211
2016-12-28 00:00:00+00:00,14.779999732971191
2016-12-29 00:00:00+00:00,14.869999885559082
2016-12-30 00:00:00+00:00,14.869999885559082
2016-12-31 00:00:00+00:00,14.869999885559082
2017-01-01 00:00:00+00:00,14.869999885559082
2017-01-02 00:00:00+00:00,14.65999984741211
2017-01-03 00:00:00+00:00,15.5
2017-01-04 00:00:00+00:00,15.5
2017-01-05 00:00:00+00:00,15.75
2017-01-06 00:00:00+00:00,15.65999984741211
2017-01-07 00:00:00+00:00,15.65999984741211
2017-01-08 00:00:00+00:00,15.65999984741211
2017-01-09 00:00:00+00:00,15.329999923706055
2017-01-10 00:00:00+00:00,15.479999542236328
2017-01-11 00:00:00+00:00,15.65999984741211
2017-01-12 00:00:00+00:00,15.899999618530273
2017-01-13 00:00:00+00:00,15.680000305175781
2017-01-14 00:00:00+00:00,15.680000305175781
2017-01-15 00:00:00+00:00,15.680000305175781
2017-01-16 00:00:00+00:00,15.75
2017-01-17 00:00:00+00:00,15.819999694824219
2017-01-18 00:00:00+00:00,15.789999961853027
2017-01-19 00:00:00+00:00,15.770000457763672
2017-01-20 00:00:00+00:00,16.0
2017-01-21 00:00:00+00:00,16.0
2017-01-22 00:00:00+00:00,16.0
2017-01-23 00:00:00+00:00,15.989999771118164
2017-01-24 00:00:00+00:00,16.040000915527344
2017-01-25 00:00:00+00:00,16.040000915527344
2017-01-26 00:00:00+00:00,15.800000190734863
2017-01-27 00:00:00+00:00,15.619999885559082
2017-01-28 00:00:00+00:00,15.619999885559082
2017-01-29 00:00:00+00:00,15.619999885559082
2017-01-30 00:00:00+00:00,14.84000015258789
2017-01-31 00:00:00+00:00,15.020000457763672
2017-02-01 00:00:00+00:00,15.020000457763672
2017-02-02 00:00:00+00:00,14.890000343322754
2017-02-03 00:00:00+00:00,15.34000015258789
2017-02-04 00:00:00+00:00,15.34000015258789
2017-02-05 00:00:00+00:00,15.34000015258789
2017-02-06 00:00:00+00:00,14.960000038146973
2017-02-07 00:00:00+00:00,14.699999809265137
2017-02-08 00:00:00+00:00,15.100000381469727
2017-02-09 00:00:00+00:00,15.050000190734863
2017-02-10 00:00:00+00:00,15.579999923706055
2017-02-11 00:00:00+00:00,15.579999923706055
2017-02-12 00:00:00+00:00,15.579999923706055
2017-02-13 00:00:00+00:00,15.619999885559082
2017-02-14 00:00:00+00:00,15.819999694824219
2017-02-15 00:00:00+00:00,15.84000015258789
2017-02-16 00:00:00+00:00,15.859999656677246
2017-02-17 00:00:00+00:00,15.609999656677246
2017-02-18 00:00:00+00:00,15.609999656677246
2017-02-19 00:00:00+00:00,15.609999656677246
2017-02-20 00:00:00+00:00,15.920000076293945
2017-02-21 00:00:00+00:00,16.09000015258789
2017-02-22 00:00:00+00:00,15.699999809265137
2017-02-23 00:00:00+00:00,15.5600004196167
2017-02-24 00:00:00+00:00,15.180000305175781
2017-02-25 00:00:00+00:00,15.180000305175781
2017-02-26 00:00:00+00:00,15.180000305175781
2017-02-27 00:00:00+00:00,15.180000305175781
2017-02-28 00:00:00+00:00,15.180000305175781
2017-03-01 00:00:00+00:00,15.520000457763672
2017-03-02 00:00:00+00:00,15.109999656677246
2017-03-03 00:00:00+00:00,15.319999694824219
2017-03-04 00:00:00+00:00,15.319999694824219
2017-03-05 00:00:00+00:00,15.319999694824219
2017-03-06 00:00:00+00:00,15.100000381469727
2017-03-07 00:00:00+00:00,15.180000305175781
2017-03-08 00:00:00+00:00,14.550000190734863
2017-03-09 00:00:00+00:00,14.5
2017-03-10 00:00:00+00:00,14.3100004196167
2017-03-11 00:00:00+00:00,14.3100004196167
2017-03-12 00:00:00+00:00,14.3100004196167
2017-03-13 00:00:00+00:00,14.369999885559082
2017-03-14 00:00:00+00:00,13.59000015258789
2017-03-15 00:00:00+00:00,14.199999809265137
2017-03-16 00:00:00+00:00,13.710000038146973
2017-03-17 00:00:00+00:00,13.15999984741211
2017-03-18 00:00:00+00:00,13.15999984741211
2017-03-19 00:00:00+00:00,13.15999984741211
2017-03-20 00:00:00+00:00,13.600000381469727
2017-03-21 00:00:00+00:00,13.0
2017-03-22 00:00:00+00:00,13.65999984741211
2017-03-23 00:00:00+00:00,13.569999694824219
2017-03-24 00:00:00+00:00,13.479999542236328
2017-03-25 00:00:00+00:00,13.479999542236328
2017-03-26 00:00:00+00:00,13.479999542236328
2017-03-27 00:00:00+00:00,13.770000457763672
2017-03-28 00:00:00+00:00,13.949999809265137
2017-03-29 00:00:00+00:00,14.449999809265137
2017-03-30 00:00:00+00:00,14.449999809265137
2017-03-31 00:00:00+00:00,14.489999771118164
2017-04-01 00:00:00+00:00,14.489999771118164
2017-04-02 00:00:00+00:00,14.489999771118164
2017-04-03 00:00:00+00:00,14.670000076293945
2017-04-04 00:00:00+00:00,14.850000381469727
2017-04-05 00:00:00+00:00,14.569999694824219
2017-04-06 00:00:00+00:00,14.529999732971191
2017-04-07 00:00:00+00:00,14.699999809265137
2017-04-08 00:00:00+00:00,14.699999809265137
2017-04-09 00:00:00+00:00,14.699999809265137
2017-04-10 00:00:00+00:00,14.9399995803833
2017-04-11 00:00:00+00:00,14.680000305175781
2017-04-12 00:00:00+00:00,14.649999618530273
2017-04-13 00:00:00+00:00,14.079999923706055
2017-04-14 00:00:00+00:00,14.079999923706055
2017-04-15 00:00:00+00:00,14.079999923706055
2017-04-16 00:00:00+00:00,14.079999923706055
2017-04-17 00:00:00+00:00,14.279999732971191
2017-04-18 00:00:00+00:00,14.100000381469727
2017-04-19 00:00:00+00:00,13.600000381469727
2017-04-20 00:00:00+00:00,13.880000114440918
2017-04-21 00:00:00+00:00,13.880000114440918
2017-04-22 00:00:00+00:00,13.880000114440918
2017-04-23 00:00:00+00:00,13.880000114440918
2017-04-24 00:00:00+00:00,14.029999732971191
2017-04-25 00:00:00+00:00,14.34000015258789
2017-04-26 00:00:00+00:00,14.0
2017-04-27 00:00:00+00:00,13.729999542236328
2017-04-28 00:00:00+00:00,13.970000267028809
2017-04-29 00:00:00+00:00,13.970000267028809
2017-04-30 00:00:00+00:00,13.970000267028809
2017-05-01 00:00:00+00:00,13.970000267028809
2017-05-02 00:00:00+00:00,13.989999771118164
2017-05-03 00:00:00+00:00,14.15999984741211
2017-05-04 00:00:00+00:00,13.600000381469727
2017-05-05 00:00:00+00:00,14.210000038146973
2017-05-06 00:00:00+00:00,14.210000038146973
2017-05-07 00:00:00+00:00,14.210000038146973
2017-05-08 00:00:00+00:00,14.079999923706055
2017-05-09 00:00:00+00:00,14.140000343322754
2017-05-10 00:00:00+00:00,14.729999542236328
2017-05-11 00:00:00+00:00,14.819999694824219
2017-05-12 00:00:00+00:00,15.449999809265137
2017-05-13 00:00:00+00:00,15.449999809265137
2017-05-14 00:00:00+00:00,15.449999809265137
2017-05-15 00:00:00+00:00,15.680000305175781
2017-05-16 00:00:00+00:00,15.699999809265137
2017-05-17 00:00:00+00:00,15.609999656677246
2017-05-18 00:00:00+00:00,13.149999618530273
2017-05-19 00:00:00+00:00,13.619999885559082
2017-05-20 00:00:00+00:00,13.619999885559082
2017-05-21 00:00:00+00:00,13.619999885559082
2017-05-22 00:00:00+00:00,13.399999618530273
2017-05-23 00:00:00+00:00,13.489999771118164
2017-05-24 00:00:00+00:00,14.050000190734863
2017-05-25 00:00:00+00:00,13.739999771118164
2017-05-26 00:00:00+00:00,13.680000305175781
2017-05-27 00:00:00+00:00,13.680000305175781
2017-05-28 00:00:00+00:00,13.680000305175781
2017-05-29 00:00:00+00:00,13.680000305175781
2017-05-30 00:00:00+00:00,13.359999656677246
2017-05-31 00:00:00+00:00,12.960000038146973
2017-06-01 00:00:00+00:00,12.819999694824219
2017-06-02 00:00:00+00:00,13.050000190734863
2017-06-03 00:00:00+00:00,13.050000190734863
2017-06-04 00:00:00+00:00,13.050000190734863
2017-06-05 00:00:00+00:00,13.180000305175781
2017-06-06 00:00:00+00:00,13.180000305175781
2017-06-07 00:00:00+00:00,12.869999885559082
2017-06-08 00:00:00+00:00,12.84000015258789
2017-06-09 00:00:00+00:00,12.850000381469727
2017-06-10 00:00:00+00:00,12.850000381469727
2017-06-11 00:00:00+00:00,12.850000381469727
2017-06-12 00:00:00+00:00,12.899999618530273
2017-06-13 00:00:00+00:00,12.9399995803833
2017-06-14 00:00:00+00:00,12.619999885559082
2017-06-15 00:00:00+00:00,12.619999885559082
2017-06-16 00:00:00+00:00,12.279999732971191
2017-06-17 00:00:00+00:00,12.279999732971191
2017-06-18 00:00:00+00:00,12.279999732971191
2017-06-19 00:00:00+00:00,12.289999961853027
2017-06-20 00:00:00+00:00,11.859999656677246
2017-06-21 00:00:00+00:00,11.640000343322754
2017-06-22 00:00:00+00:00,12.039999961853027
2017-06-23 00:00:00+00:00,11.930000305175781
2017-06-24 00:00:00+00:00,11.930000305175781
2017-06-25 00:00:00+00:00,11.930000305175781
2017-06-26 00:00:00+00:00,12.270000457763672
2017-06-27 00:00:00+00:00,12.210000038146973
2017-06-28 00:00:00+00:00,12.079999923706055
2017-06-29 00:00:00+00:00,12.180000305175781
2017-06-30 00:00:00+00:00,12.369999885559082
2017-07-01 00:00:00+00:00,12.369999885559082
2017-07-02 00:00:00+00:00,12.369999885559082
2017-07-03 00:00:00+00:00,12.359999656677246
2017-07-04 00:00:00+00:00,12.430000305175781
2017-07-05 00:00:00+00:00,12.210000038146973
2017-07-06 00:00:00+00:00,12.170000076293945
2017-07-07 00:00:00+00:00,11.930000305175781
2017-07-08 00:00:00+00:00,11.930000305175781
2017-07-09 00:00:00+00:00,11.930000305175781
2017-07-10 00:00:00+00:00,11.979999542236328
2017-07-11 00:00:00+00:00,12.329999923706055
2017-07-12 00:00:00+00:00,12.9399995803833
2017-07-13 00:00:00+00:00,12.869999885559082
2017-07-14 00:00:00+00:00,13.050000190734863
2017-07-15 00:00:00+00:00,13.050000190734863
2017-07-16 00:00:00+00:00,13.050000190734863
2017-07-17 00:00:00+00:00,12.890000343322754
2017-07-18 00:00:00+00:00,12.9399995803833
2017-07-19 00:00:00+00:00,13.229999542236328
2017-07-20 00:00:00+00:00,13.100000381469727
2017-07-21 00:00:00+00:00,12.6899995803833
2017-07-22 00:00:00+00:00,12.6899995803833
2017-07-23 00:00:00+00:00,12.6899995803833
2017-07-24 00:00:00+00:00,12.880000114440918
2017-07-25 00:00:00+00:00,13.220000267028809
2017-07-26 00:00:00+00:00,13.0600004196167
2017-07-27 00:00:00+00:00,13.0
2017-07-28 00:00:00+00:00,13.130000114440918
2017-07-29 00:00:00+00:00,13.130000114440918
2017-07-30 00:00:00+00:00,13.130000114440918
2017-07-31 00:00:00+00:00,13.289999961853027
2017-08-01 00:00:00+00:00,13.119999885559082
2017-08-02 00:00:00+00:00,13.510000228881836
2017-08-03 00:00:00+00:00,13.3100004196167
2017-08-04 00:00:00+00:00,13.399999618530273
2017-08-05 00:00:00+00:00,13.399999618530273
2017-08-06 00:00:00+00:00,13.399999618530273
2017-08-07 00:00:00+00:00,13.550000190734863
2017-08-08 00:00:00+00:00,13.489999771118164
2017-08-09 00:00:00+00:00,13.520000457763672
2017-08-10 00:00:00+00:00,13.1899995803833
2017-08-11 00:00:00+00:00,12.949999809265137
2017-08-12 00:00:00+00:00,12.949999809265137
2017-08-13 00:00:00+00:00,12.949999809265137
2017-08-14 00:00:00+00:00,13.079999923706055
2017-08-15 00:00:00+00:00,13.149999618530273
2017-08-16 00:00:00+00:00,13.130000114440918
2017-08-17 00:00:00+00:00,13.050000190734863
2017-08-18 00:00:00+00:00,13.600000381469727
2017-08-19 00:00:00+00:00,13.600000381469727
2017-08-20 00:00:00+00:00,13.600000381469727
2017-08-21 00:00:00+00:00,13.34000015258789
2017-08-22 00:00:00+00:00,13.789999961853027
2017-08-23 00:00:00+00:00,13.760000228881836
2017-08-24 00:00:00+00:00,13.800000190734863
2017-08-25 00:00:00+00:00,13.880000114440918
2017-08-26 00:00:00+00:00,13.880000114440918
2017-08-27 00:00:00+00:00,13.880000114440918
2017-08-28 00:00:00+00:00,13.869999885559082
2017-08-29 00:00:00+00:00,13.850000381469727
2017-08-30 00:00:00+00:00,13.449999809265137
2017-08-31 00:00:00+00:00,13.649999618530273
2017-09-01 00:00:00+00:00,14.020000457763672
2017-09-02 00:00:00+00:00,14.020000457763672
2017-09-03 00:00:00+00:00,14.020000457763672
2017-09-04 00:00:00+00:00,14.170000076293945
2017-09-05 00:00:00+00:00,14.40999984741211
2017-09-06 00:00:00+00:00,15.020000457763672
2017-09-07 00:00:00+00:00,15.020000457763672
2017-09-08 00:00:00+00:00,14.710000038146973
2017-09-09 00:00:00+00:00,14.710000038146973
2017-09-10 00:00:00+00:00,14.710000038146973
2017-09-11 00:00:00+00:00,14.989999771118164
